Entity,Code,Year,Oil
Africa,OWID_AFR,1965,341.07257
Africa,OWID_AFR,1966,369.46457
Africa,OWID_AFR,1967,368.28156
Africa,OWID_AFR,1968,389.57162
Africa,OWID_AFR,1969,397.3726
Africa,OWID_AFR,1970,434.28757
Africa,OWID_AFR,1971,472.22516
Africa,OWID_AFR,1972,509.09583
Africa,OWID_AFR,1973,549.6427
Africa,OWID_AFR,1974,570.538
Africa,OWID_AFR,1975,598.6075
Africa,OWID_AFR,1976,651.3652
Africa,OWID_AFR,1977,692.9117
Africa,OWID_AFR,1978,730.7279
Africa,OWID_AFR,1979,770.22455
Africa,OWID_AFR,1980,818.9584
Africa,OWID_AFR,1981,887.7277
Africa,OWID_AFR,1982,930.6774
Africa,OWID_AFR,1983,964.2179
Africa,OWID_AFR,1984,978.6124
Africa,OWID_AFR,1985,1003.6883
Africa,OWID_AFR,1986,979.9832
Africa,OWID_AFR,1987,1037.7959
Africa,OWID_AFR,1988,1081.3895
Africa,OWID_AFR,1989,1117.3824
Africa,OWID_AFR,1990,1138.2854
Africa,OWID_AFR,1991,1142.5394
Africa,OWID_AFR,1992,1162.5455
Africa,OWID_AFR,1993,1175.4089
Africa,OWID_AFR,1994,1213.8041
Africa,OWID_AFR,1995,1253.9824
Africa,OWID_AFR,1996,1282.5608
Africa,OWID_AFR,1997,1322.649
Africa,OWID_AFR,1998,1351.2659
Africa,OWID_AFR,1999,1400.9159
Africa,OWID_AFR,2000,1408.781
Africa,OWID_AFR,2001,1431.3003
Africa,OWID_AFR,2002,1465.1776
Africa,OWID_AFR,2003,1499.0969
Africa,OWID_AFR,2004,1569.3588
Africa,OWID_AFR,2005,1643.527
Africa,OWID_AFR,2006,1669.9397
Africa,OWID_AFR,2007,1727.311
Africa,OWID_AFR,2008,1799.118
Africa,OWID_AFR,2009,1870.0795
Africa,OWID_AFR,2010,1958.0597
Africa,OWID_AFR,2011,1958.3862
Africa,OWID_AFR,2012,2105.0354
Africa,OWID_AFR,2013,2203.0942
Africa,OWID_AFR,2014,2253.4895
Africa,OWID_AFR,2015,2320.0535
Africa,OWID_AFR,2016,2315.4639
Africa,OWID_AFR,2017,2349.5767
Africa,OWID_AFR,2018,2337.529
Africa,OWID_AFR,2019,2364.799
Africa,OWID_AFR,2020,2145.362
Africa,OWID_AFR,2021,2333.0635
Africa,OWID_AFR,2022,2468.4685
Africa,OWID_AFR,2023,2474.7007
Africa,OWID_AFR,2024,2543.7734
Africa (EI),,1965,341.07257
Africa (EI),,1966,369.46457
Africa (EI),,1967,368.28156
Africa (EI),,1968,389.57162
Africa (EI),,1969,397.3726
Africa (EI),,1970,434.28757
Africa (EI),,1971,472.22516
Africa (EI),,1972,509.09583
Africa (EI),,1973,549.6427
Africa (EI),,1974,570.538
Africa (EI),,1975,598.6075
Africa (EI),,1976,651.3652
Africa (EI),,1977,692.9117
Africa (EI),,1978,730.7279
Africa (EI),,1979,770.22455
Africa (EI),,1980,818.9584
Africa (EI),,1981,887.7277
Africa (EI),,1982,930.6774
Africa (EI),,1983,964.2179
Africa (EI),,1984,978.6124
Africa (EI),,1985,1003.6883
Africa (EI),,1986,979.9832
Africa (EI),,1987,1037.7959
Africa (EI),,1988,1081.3895
Africa (EI),,1989,1117.3824
Africa (EI),,1990,1138.2854
Africa (EI),,1991,1142.5394
Africa (EI),,1992,1162.5455
Africa (EI),,1993,1175.4089
Africa (EI),,1994,1213.8041
Africa (EI),,1995,1253.9824
Africa (EI),,1996,1282.5608
Africa (EI),,1997,1322.649
Africa (EI),,1998,1351.2659
Africa (EI),,1999,1400.9159
Africa (EI),,2000,1408.781
Africa (EI),,2001,1431.3003
Africa (EI),,2002,1465.1776
Africa (EI),,2003,1499.0969
Africa (EI),,2004,1569.3588
Africa (EI),,2005,1643.527
Africa (EI),,2006,1669.9397
Africa (EI),,2007,1727.311
Africa (EI),,2008,1799.118
Africa (EI),,2009,1870.0795
Africa (EI),,2010,1958.0597
Africa (EI),,2011,1958.3862
Africa (EI),,2012,2105.0354
Africa (EI),,2013,2203.0942
Africa (EI),,2014,2253.4895
Africa (EI),,2015,2320.0535
Africa (EI),,2016,2315.4639
Africa (EI),,2017,2349.5767
Africa (EI),,2018,2337.529
Africa (EI),,2019,2364.799
Africa (EI),,2020,2145.362
Africa (EI),,2021,2333.0635
Africa (EI),,2022,2468.4685
Africa (EI),,2023,2474.7007
Africa (EI),,2024,2543.7734
Algeria,DZA,1965,15.4052515
Algeria,DZA,1966,20.272705
Algeria,DZA,1967,18.942032
Algeria,DZA,1968,20.167301
Algeria,DZA,1969,21.305931
Algeria,DZA,1970,24.34768
Algeria,DZA,1971,27.44005
Algeria,DZA,1972,30.121414
Algeria,DZA,1973,32.900345
Algeria,DZA,1974,36.54384
Algeria,DZA,1975,40.63067
Algeria,DZA,1976,46.71773
Algeria,DZA,1977,52.806496
Algeria,DZA,1978,54.607944
Algeria,DZA,1979,65.31862
Algeria,DZA,1980,66.20243
Algeria,DZA,1981,71.323074
Algeria,DZA,1982,75.57342
Algeria,DZA,1983,84.89242
Algeria,DZA,1984,94.00201
Algeria,DZA,1985,96.5538
Algeria,DZA,1986,98.021255
Algeria,DZA,1987,99.10052
Algeria,DZA,1988,99.1726
Algeria,DZA,1989,103.93666
Algeria,DZA,1990,111.811615
Algeria,DZA,1991,110.627785
Algeria,DZA,1992,111.292656
Algeria,DZA,1993,110.754875
Algeria,DZA,1994,106.050896
Algeria,DZA,1995,103.14229
Algeria,DZA,1996,98.42208
Algeria,DZA,1997,97.64342
Algeria,DZA,1998,100.65875
Algeria,DZA,1999,98.898346
Algeria,DZA,2000,103.13248
Algeria,DZA,2001,106.77533
Algeria,DZA,2002,118.397224
Algeria,DZA,2003,123.17412
Algeria,DZA,2004,128.74683
Algeria,DZA,2005,134.21338
Algeria,DZA,2006,139.84572
Algeria,DZA,2007,156.39
Algeria,DZA,2008,169.91591
Algeria,DZA,2009,180.13443
Algeria,DZA,2010,181.61191
Algeria,DZA,2011,192.22765
Algeria,DZA,2012,204.39526
Algeria,DZA,2013,213.57639
Algeria,DZA,2014,221.92514
Algeria,DZA,2015,236.14848
Algeria,DZA,2016,229.56384
Algeria,DZA,2017,225.51212
Algeria,DZA,2018,227.7859
Algeria,DZA,2019,236.9513
Algeria,DZA,2020,211.92545
Algeria,DZA,2021,221.2037
Algeria,DZA,2022,226.91005
Algeria,DZA,2023,238.2033
Algeria,DZA,2024,250.97054
Argentina,ARG,1965,275.2159
Argentina,ARG,1966,283.8763
Argentina,ARG,1967,290.73495
Argentina,ARG,1968,296.7972
Argentina,ARG,1969,308.01144
Argentina,ARG,1970,278.4355
Argentina,ARG,1971,296.50113
Argentina,ARG,1972,295.18622
Argentina,ARG,1973,297.19867
Argentina,ARG,1974,297.124
Argentina,ARG,1975,280.82806
Argentina,ARG,1976,290.2354
Argentina,ARG,1977,305.6577
Argentina,ARG,1978,299.6695
Argentina,ARG,1979,320.9211
Argentina,ARG,1980,298.28055
Argentina,ARG,1981,279.43146
Argentina,ARG,1982,268.86057
Argentina,ARG,1983,273.41653
Argentina,ARG,1984,260.50323
Argentina,ARG,1985,241.9803
Argentina,ARG,1986,250.56905
Argentina,ARG,1987,267.40317
Argentina,ARG,1988,269.00543
Argentina,ARG,1989,247.01988
Argentina,ARG,1990,230.57684
Argentina,ARG,1991,241.39496
Argentina,ARG,1992,253.73552
Argentina,ARG,1993,248.76807
Argentina,ARG,1994,263.91055
Argentina,ARG,1995,261.95877
Argentina,ARG,1996,261.80048
Argentina,ARG,1997,279.52618
Argentina,ARG,1998,289.11743
Argentina,ARG,1999,296.58893
Argentina,ARG,2000,269.79562
Argentina,ARG,2001,250.16501
Argentina,ARG,2002,236.54623
Argentina,ARG,2003,240.75447
Argentina,ARG,2004,261.0261
Argentina,ARG,2005,272.52386
Argentina,ARG,2006,286.84134
Argentina,ARG,2007,316.03925
Argentina,ARG,2008,318.08936
Argentina,ARG,2009,301.67108
Argentina,ARG,2010,325.73422
Argentina,ARG,2011,338.19656
Argentina,ARG,2012,360.93686
Argentina,ARG,2013,410.6305
Argentina,ARG,2014,393.0657
Argentina,ARG,2015,400.8621
Argentina,ARG,2016,389.2025
Argentina,ARG,2017,377.06842
Argentina,ARG,2018,356.3348
Argentina,ARG,2019,320.13205
Argentina,ARG,2020,282.3385
Argentina,ARG,2021,340.6155
Argentina,ARG,2022,383.51245
Argentina,ARG,2023,370.75543
Argentina,ARG,2024,339.03214
Asia,OWID_ASI,1965,2249.215
Asia,OWID_ASI,1966,2581.3262
Asia,OWID_ASI,1967,2914.7913
Asia,OWID_ASI,1968,3263.2776
Asia,OWID_ASI,1969,3828.2593
Asia,OWID_ASI,1970,4448.1787
Asia,OWID_ASI,1971,4877.737
Asia,OWID_ASI,1972,5359.248
Asia,OWID_ASI,1973,6035.336
Asia,OWID_ASI,1974,5968.0273
Asia,OWID_ASI,1975,6064.072
Asia,OWID_ASI,1976,6553.718
Asia,OWID_ASI,1977,6917.457
Asia,OWID_ASI,1978,7268.8726
Asia,OWID_ASI,1979,7446.092
Asia,OWID_ASI,1980,7003.635
Asia,OWID_ASI,1981,6928.203
Asia,OWID_ASI,1982,6931.045
Asia,OWID_ASI,1983,7244.8315
Asia,OWID_ASI,1984,7399.0015
Asia,OWID_ASI,1985,8200.466
Asia,OWID_ASI,1986,8378.057
Asia,OWID_ASI,1987,8769.788
Asia,OWID_ASI,1988,9369.528
Asia,OWID_ASI,1989,9777.934
Asia,OWID_ASI,1990,10285.836
Asia,OWID_ASI,1991,10685.878
Asia,OWID_ASI,1992,11305.446
Asia,OWID_ASI,1993,11764.931
Asia,OWID_ASI,1994,12373.638
Asia,OWID_ASI,1995,12971.222
Asia,OWID_ASI,1996,13536.183
Asia,OWID_ASI,1997,14186.285
Asia,OWID_ASI,1998,13918.754
Asia,OWID_ASI,1999,14333.619
Asia,OWID_ASI,2000,14925.476
Asia,OWID_ASI,2001,15062.202
Asia,OWID_ASI,2002,15434.177
Asia,OWID_ASI,2003,16057.086
Asia,OWID_ASI,2004,17079.238
Asia,OWID_ASI,2005,17395.297
Asia,OWID_ASI,2006,17868.775
Asia,OWID_ASI,2007,18382
Asia,OWID_ASI,2008,18597.172
Asia,OWID_ASI,2009,18687.225
Asia,OWID_ASI,2010,19837.582
Asia,OWID_ASI,2011,20370.314
Asia,OWID_ASI,2012,21265.395
Asia,OWID_ASI,2013,21675.94
Asia,OWID_ASI,2014,22036.23
Asia,OWID_ASI,2015,22830.945
Asia,OWID_ASI,2016,23681.215
Asia,OWID_ASI,2017,24337.588
Asia,OWID_ASI,2018,24807.426
Asia,OWID_ASI,2019,25046.203
Asia,OWID_ASI,2020,23627.764
Asia,OWID_ASI,2021,24458.723
Asia,OWID_ASI,2022,25288.162
Asia,OWID_ASI,2023,26503.283
Asia,OWID_ASI,2024,26750.393
Asia Pacific (EI),,1965,1948.4355
Asia Pacific (EI),,1966,2277.601
Asia Pacific (EI),,1967,2602.3276
Asia Pacific (EI),,1968,2945.1353
Asia Pacific (EI),,1969,3489.0818
Asia Pacific (EI),,1970,4104.7144
Asia Pacific (EI),,1971,4492.684
Asia Pacific (EI),,1972,4929.4224
Asia Pacific (EI),,1973,5546.783
Asia Pacific (EI),,1974,5453.4517
Asia Pacific (EI),,1975,5563.9253
Asia Pacific (EI),,1976,5937.7886
Asia Pacific (EI),,1977,6180.5054
Asia Pacific (EI),,1978,6473.2114
Asia Pacific (EI),,1979,6544.696
Asia Pacific (EI),,1980,6132.3696
Asia Pacific (EI),,1981,5949.7583
Asia Pacific (EI),,1982,5822.574
Asia Pacific (EI),,1983,5947.04
Asia Pacific (EI),,1984,5978.6846
Asia Pacific (EI),,1985,5998.865
Asia Pacific (EI),,1986,6192.077
Asia Pacific (EI),,1987,6495.1187
Asia Pacific (EI),,1988,7015.7373
Asia Pacific (EI),,1989,7411.17
Asia Pacific (EI),,1990,7788.351
Asia Pacific (EI),,1991,8179.211
Asia Pacific (EI),,1992,8733.086
Asia Pacific (EI),,1993,9125.602
Asia Pacific (EI),,1994,9634.299
Asia Pacific (EI),,1995,10246.429
Asia Pacific (EI),,1996,10777.198
Asia Pacific (EI),,1997,11307.56
Asia Pacific (EI),,1998,11075.611
Asia Pacific (EI),,1999,11544.042
Asia Pacific (EI),,2000,11940.552
Asia Pacific (EI),,2001,12025.795
Asia Pacific (EI),,2002,12307.096
Asia Pacific (EI),,2003,12831.1045
Asia Pacific (EI),,2004,13619.323
Asia Pacific (EI),,2005,13767.721
Asia Pacific (EI),,2006,14063.489
Asia Pacific (EI),,2007,14517.26
Asia Pacific (EI),,2008,14471.823
Asia Pacific (EI),,2009,14564.909
Asia Pacific (EI),,2010,15519.625
Asia Pacific (EI),,2011,15912.909
Asia Pacific (EI),,2012,16598.861
Asia Pacific (EI),,2013,16842.258
Asia Pacific (EI),,2014,17074.67
Asia Pacific (EI),,2015,17841.248
Asia Pacific (EI),,2016,18507.184
Asia Pacific (EI),,2017,19102.371
Asia Pacific (EI),,2018,19590.314
Asia Pacific (EI),,2019,19936.926
Asia Pacific (EI),,2020,18820.85
Asia Pacific (EI),,2021,19316.277
Asia Pacific (EI),,2022,19837.762
Asia Pacific (EI),,2023,20926.727
Asia Pacific (EI),,2024,21070.15
Australia,AUS,1965,200.01936
Australia,AUS,1966,214.04755
Australia,AUS,1967,234.38777
Australia,AUS,1968,255.28499
Australia,AUS,1969,262.44812
Australia,AUS,1970,290.1954
Australia,AUS,1971,305.54456
Australia,AUS,1972,311.03336
Australia,AUS,1973,331.89297
Australia,AUS,1974,351.73517
Australia,AUS,1975,348.1045
Australia,AUS,1976,355.82147
Australia,AUS,1977,372.60077
Australia,AUS,1978,380.9467
Australia,AUS,1979,385.9148
Australia,AUS,1980,367.7676
Australia,AUS,1981,362.41833
Australia,AUS,1982,356.84918
Australia,AUS,1983,340.71588
Australia,AUS,1984,349.9143
Australia,AUS,1985,351.52405
Australia,AUS,1986,345.65332
Australia,AUS,1987,353.0262
Australia,AUS,1988,369.83667
Australia,AUS,1989,384.1453
Australia,AUS,1990,392.90448
Australia,AUS,1991,381.25476
Australia,AUS,1992,388.77893
Australia,AUS,1993,402.41638
Australia,AUS,1994,415.6745
Australia,AUS,1995,427.7775
Australia,AUS,1996,439.01538
Australia,AUS,1997,446.05786
Australia,AUS,1998,445.97025
Australia,AUS,1999,456.154
Australia,AUS,2000,455.9816
Australia,AUS,2001,457.08533
Australia,AUS,2002,461.9748
Australia,AUS,2003,460.25992
Australia,AUS,2004,471.29572
Australia,AUS,2005,478.7019
Australia,AUS,2006,493.64178
Australia,AUS,2007,506.2703
Australia,AUS,2008,512.7159
Australia,AUS,2009,504.14078
Australia,AUS,2010,519.3061
Australia,AUS,2011,547.0603
Australia,AUS,2012,561.41907
Australia,AUS,2013,578.03705
Australia,AUS,2014,575.4282
Australia,AUS,2015,570.77856
Australia,AUS,2016,572.20135
Australia,AUS,2017,599.9491
Australia,AUS,2018,610.59534
Australia,AUS,2019,604.19867
Australia,AUS,2020,522.1727
Australia,AUS,2021,535.7199
Australia,AUS,2022,569.00037
Australia,AUS,2023,602.69604
Australia,AUS,2024,620.48303
Austria,AUT,1965,65.29748
Austria,AUT,1966,71.788864
Austria,AUT,1967,76.54811
Austria,AUT,1968,88.466064
Austria,AUT,1969,97.226
Austria,AUT,1970,107.04365
Austria,AUT,1971,119.607025
Austria,AUT,1972,129.12288
Austria,AUT,1973,139.92781
Austria,AUT,1974,125.22768
Austria,AUT,1975,126.55926
Austria,AUT,1976,137.41133
Austria,AUT,1977,131.58655
Austria,AUT,1978,141.56969
Austria,AUT,1979,147.40877
Austria,AUT,1980,143.88745
Austria,AUT,1981,130.63089
Austria,AUT,1982,123.90079
Austria,AUT,1983,120.07978
Austria,AUT,1984,116.79846
Austria,AUT,1985,116.98592
Austria,AUT,1986,123.2183
Austria,AUT,1987,126.86035
Austria,AUT,1988,125.97797
Austria,AUT,1989,124.222206
Austria,AUT,1990,127.430046
Austria,AUT,1991,136.87337
Austria,AUT,1992,134.13881
Austria,AUT,1993,136.78593
Austria,AUT,1994,134.74817
Austria,AUT,1995,135.62375
Austria,AUT,1996,147.85747
Austria,AUT,1997,147.18379
Austria,AUT,1998,155.29774
Austria,AUT,1999,147.58986
Austria,AUT,2000,145.70236
Austria,AUT,2001,155.1389
Austria,AUT,2002,157.87592
Austria,AUT,2003,167.63007
Austria,AUT,2004,170.16396
Austria,AUT,2005,170.74123
Austria,AUT,2006,169.86945
Austria,AUT,2007,163.24309
Austria,AUT,2008,158.70348
Austria,AUT,2009,149.56474
Austria,AUT,2010,154.07774
Austria,AUT,2011,145.06886
Austria,AUT,2012,142.3423
Austria,AUT,2013,145.6488
Austria,AUT,2014,141.40121
Austria,AUT,2015,142.84538
Austria,AUT,2016,146.15495
Austria,AUT,2017,146.42876
Austria,AUT,2018,148.91289
Austria,AUT,2019,153.20105
Austria,AUT,2020,133.02937
Austria,AUT,2021,140.2148
Austria,AUT,2022,135.03087
Austria,AUT,2023,134.10497
Austria,AUT,2024,131.87657
Azerbaijan,AZE,1985,97.18555
Azerbaijan,AZE,1986,101.817375
Azerbaijan,AZE,1987,95.82691
Azerbaijan,AZE,1988,98.14325
Azerbaijan,AZE,1989,95.70122
Azerbaijan,AZE,1990,100.39483
Azerbaijan,AZE,1991,96.80113
Azerbaijan,AZE,1992,94.319466
Azerbaijan,AZE,1993,94.05541
Azerbaijan,AZE,1994,86.15903
Azerbaijan,AZE,1995,77.6772
Azerbaijan,AZE,1996,69.77202
Azerbaijan,AZE,1997,66.40268
Azerbaijan,AZE,1998,69.87349
Azerbaijan,AZE,1999,67.24548
Azerbaijan,AZE,2000,74.69057
Azerbaijan,AZE,2001,47.59412
Azerbaijan,AZE,2002,43.6981
Azerbaijan,AZE,2003,50.912304
Azerbaijan,AZE,2004,54.5731
Azerbaijan,AZE,2005,63.79851
Azerbaijan,AZE,2006,57.11258
Azerbaijan,AZE,2007,56.47857
Azerbaijan,AZE,2008,44.338394
Azerbaijan,AZE,2009,37.846764
Azerbaijan,AZE,2010,37.243855
Azerbaijan,AZE,2011,48.970104
Azerbaijan,AZE,2012,51.289177
Azerbaijan,AZE,2013,55.715004
Azerbaijan,AZE,2014,54.860176
Azerbaijan,AZE,2015,55.601353
Azerbaijan,AZE,2016,55.19285
Azerbaijan,AZE,2017,55.699093
Azerbaijan,AZE,2018,62.74092
Azerbaijan,AZE,2019,63.158752
Azerbaijan,AZE,2020,57.7512
Azerbaijan,AZE,2021,65.33925
Azerbaijan,AZE,2022,69.2595
Azerbaijan,AZE,2023,72.10228
Azerbaijan,AZE,2024,70.99441
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,8.135291
Bangladesh,BGD,1972,9.919018
Bangladesh,BGD,1973,11.208105
Bangladesh,BGD,1974,11.659565
Bangladesh,BGD,1975,13.631796
Bangladesh,BGD,1976,14.748876
Bangladesh,BGD,1977,14.522806
Bangladesh,BGD,1978,15.460121
Bangladesh,BGD,1979,17.112337
Bangladesh,BGD,1980,19.291002
Bangladesh,BGD,1981,19.89294
Bangladesh,BGD,1982,19.62132
Bangladesh,BGD,1983,17.547495
Bangladesh,BGD,1984,17.682053
Bangladesh,BGD,1985,19.738766
Bangladesh,BGD,1986,21.275486
Bangladesh,BGD,1987,20.945486
Bangladesh,BGD,1988,20.984262
Bangladesh,BGD,1989,22.941954
Bangladesh,BGD,1990,22.227821
Bangladesh,BGD,1991,20.622862
Bangladesh,BGD,1992,23.004263
Bangladesh,BGD,1993,25.769167
Bangladesh,BGD,1994,26.85683
Bangladesh,BGD,1995,34.853485
Bangladesh,BGD,1996,35.606483
Bangladesh,BGD,1997,40.876934
Bangladesh,BGD,1998,45.055756
Bangladesh,BGD,1999,40.18385
Bangladesh,BGD,2000,39.487724
Bangladesh,BGD,2001,47.166737
Bangladesh,BGD,2002,42.876194
Bangladesh,BGD,2003,43.893665
Bangladesh,BGD,2004,45.732254
Bangladesh,BGD,2005,46.99634
Bangladesh,BGD,2006,47.271736
Bangladesh,BGD,2007,45.713196
Bangladesh,BGD,2008,45.39375
Bangladesh,BGD,2009,42.925915
Bangladesh,BGD,2010,47.633118
Bangladesh,BGD,2011,60.019775
Bangladesh,BGD,2012,68.356895
Bangladesh,BGD,2013,69.63952
Bangladesh,BGD,2014,76.66483
Bangladesh,BGD,2015,92.68446
Bangladesh,BGD,2016,96.11049
Bangladesh,BGD,2017,108.25354
Bangladesh,BGD,2018,124.19397
Bangladesh,BGD,2019,121.87268
Bangladesh,BGD,2020,102.776375
Bangladesh,BGD,2021,140.56749
Bangladesh,BGD,2022,166.14375
Bangladesh,BGD,2023,139.36922
Bangladesh,BGD,2024,160.46597
Belarus,BLR,1985,296.34036
Belarus,BLR,1986,350.11862
Belarus,BLR,1987,346.30624
Belarus,BLR,1988,335.46915
Belarus,BLR,1989,314.12692
Belarus,BLR,1990,311.8781
Belarus,BLR,1991,306.03107
Belarus,BLR,1992,228.17445
Belarus,BLR,1993,175.19223
Belarus,BLR,1994,142.89874
Belarus,BLR,1995,124.3167
Belarus,BLR,1996,122.273964
Belarus,BLR,1997,107.04149
Belarus,BLR,1998,101.113304
Belarus,BLR,1999,92.49213
Belarus,BLR,2000,91.4113
Belarus,BLR,2001,88.44919
Belarus,BLR,2002,93.12623
Belarus,BLR,2003,94.28708
Belarus,BLR,2004,92.36583
Belarus,BLR,2005,85.993576
Belarus,BLR,2006,100.91063
Belarus,BLR,2007,91.78464
Belarus,BLR,2008,91.367065
Belarus,BLR,2009,105.46239
Belarus,BLR,2010,90.62383
Belarus,BLR,2011,98.655045
Belarus,BLR,2012,121.07967
Belarus,BLR,2013,90.81036
Belarus,BLR,2014,93.06433
Belarus,BLR,2015,78.40431
Belarus,BLR,2016,84.303665
Belarus,BLR,2017,83.84049
Belarus,BLR,2018,97.42405
Belarus,BLR,2019,99.32728
Belarus,BLR,2020,95.60984
Belarus,BLR,2021,97.09465
Belarus,BLR,2022,92.66208
Belarus,BLR,2023,91.93819
Belarus,BLR,2024,92.522575
Belgium,BEL,1965,188.46475
Belgium,BEL,1966,192.26031
Belgium,BEL,1967,212.03163
Belgium,BEL,1968,246.15923
Belgium,BEL,1969,284.00696
Belgium,BEL,1970,309.81564
Belgium,BEL,1971,317.50644
Belgium,BEL,1972,343.47247
Belgium,BEL,1973,360.6343
Belgium,BEL,1974,317.68402
Belgium,BEL,1975,301.48972
Belgium,BEL,1976,314.48248
Belgium,BEL,1977,309.30972
Belgium,BEL,1978,330.0505
Belgium,BEL,1979,328.01733
Belgium,BEL,1980,303.17267
Belgium,BEL,1981,277.88095
Belgium,BEL,1982,263.12488
Belgium,BEL,1983,238.75551
Belgium,BEL,1984,231.01208
Belgium,BEL,1985,234.47888
Belgium,BEL,1986,264.9442
Belgium,BEL,1987,266.84842
Belgium,BEL,1988,275.22708
Belgium,BEL,1989,270.30557
Belgium,BEL,1990,279.09064
Belgium,BEL,1991,299.26675
Belgium,BEL,1992,305.2735
Belgium,BEL,1993,300.30597
Belgium,BEL,1994,326.46335
Belgium,BEL,1995,325.2659
Belgium,BEL,1996,352.25375
Belgium,BEL,1997,360.9306
Belgium,BEL,1998,365.943
Belgium,BEL,1999,353.81247
Belgium,BEL,2000,359.53516
Belgium,BEL,2001,365.03632
Belgium,BEL,2002,366.56335
Belgium,BEL,2003,387.41565
Belgium,BEL,2004,392.1216
Belgium,BEL,2005,389.98648
Belgium,BEL,2006,388.7428
Belgium,BEL,2007,392.62918
Belgium,BEL,2008,411.8414
Belgium,BEL,2009,360.922
Belgium,BEL,2010,374.98312
Belgium,BEL,2011,350.51743
Belgium,BEL,2012,337.58096
Belgium,BEL,2013,345.84137
Belgium,BEL,2014,338.91125
Belgium,BEL,2015,348.06155
Belgium,BEL,2016,352.99054
Belgium,BEL,2017,357.47388
Belgium,BEL,2018,383.168
Belgium,BEL,2019,358.85614
Belgium,BEL,2020,307.18332
Belgium,BEL,2021,341.012
Belgium,BEL,2022,331.8721
Belgium,BEL,2023,320.74048
Belgium,BEL,2024,326.7497
Brazil,BRA,1965,177.73058
Brazil,BRA,1966,193.79759
Brazil,BRA,1967,199.99173
Brazil,BRA,1968,240.19615
Brazil,BRA,1969,263.56772
Brazil,BRA,1970,314.02188
Brazil,BRA,1971,342.9215
Brazil,BRA,1972,394.3907
Brazil,BRA,1973,479.14383
Brazil,BRA,1974,527.1006
Brazil,BRA,1975,541.39404
Brazil,BRA,1976,582.4513
Brazil,BRA,1977,597.42
Brazil,BRA,1978,651.6827
Brazil,BRA,1979,683.75385
Brazil,BRA,1980,672.82336
Brazil,BRA,1981,634.0464
Brazil,BRA,1982,647.4372
Brazil,BRA,1983,603.86804
Brazil,BRA,1984,607.2174
Brazil,BRA,1985,625.4869
Brazil,BRA,1986,675.0955
Brazil,BRA,1987,691.2001
Brazil,BRA,1988,709.9726
Brazil,BRA,1989,720.3111
Brazil,BRA,1990,716.19495
Brazil,BRA,1991,727.4715
Brazil,BRA,1992,736.12915
Brazil,BRA,1993,768.92944
Brazil,BRA,1994,809.6257
Brazil,BRA,1995,860.1931
Brazil,BRA,1996,926.7676
Brazil,BRA,1997,999.6485
Brazil,BRA,1998,1052.7144
Brazil,BRA,1999,1059.6798
Brazil,BRA,2000,1098.5857
Brazil,BRA,2001,1105.8911
Brazil,BRA,2002,1079.3092
Brazil,BRA,2003,1039.9338
Brazil,BRA,2004,1075.8806
Brazil,BRA,2005,1094.3431
Brazil,BRA,2006,1120.918
Brazil,BRA,2007,1175.956
Brazil,BRA,2008,1228.8926
Brazil,BRA,2009,1225.7334
Brazil,BRA,2010,1309.8794
Brazil,BRA,2011,1372.3699
Brazil,BRA,2012,1447.9652
Brazil,BRA,2013,1498.0181
Brazil,BRA,2014,1540.8109
Brazil,BRA,2015,1455.0435
Brazil,BRA,2016,1379.5802
Brazil,BRA,2017,1388.8522
Brazil,BRA,2018,1317.6311
Brazil,BRA,2019,1335.6631
Brazil,BRA,2020,1257.6509
Brazil,BRA,2021,1337.8044
Brazil,BRA,2022,1390.1484
Brazil,BRA,2023,1425.2002
Brazil,BRA,2024,1427.7328
Bulgaria,BGR,1965,43.71547
Bulgaria,BGR,1966,49.874107
Bulgaria,BGR,1967,62.72245
Bulgaria,BGR,1968,74.33811
Bulgaria,BGR,1969,91.278786
Bulgaria,BGR,1970,106.039246
Bulgaria,BGR,1971,116.62912
Bulgaria,BGR,1972,121.28458
Bulgaria,BGR,1973,127.88814
Bulgaria,BGR,1974,132.98701
Bulgaria,BGR,1975,140.9609
Bulgaria,BGR,1976,146.48643
Bulgaria,BGR,1977,152.28668
Bulgaria,BGR,1978,156.79785
Bulgaria,BGR,1979,161.55994
Bulgaria,BGR,1980,165.02052
Bulgaria,BGR,1981,147.08585
Bulgaria,BGR,1982,142.53188
Bulgaria,BGR,1983,137.64603
Bulgaria,BGR,1984,132.17894
Bulgaria,BGR,1985,122.13932
Bulgaria,BGR,1986,128.74698
Bulgaria,BGR,1987,123.71196
Bulgaria,BGR,1988,131.34586
Bulgaria,BGR,1989,128.12546
Bulgaria,BGR,1990,118.9007
Bulgaria,BGR,1991,79.400375
Bulgaria,BGR,1992,71.27457
Bulgaria,BGR,1993,77.613
Bulgaria,BGR,1994,73.34055
Bulgaria,BGR,1995,75.31128
Bulgaria,BGR,1996,69.351074
Bulgaria,BGR,1997,54.51871
Bulgaria,BGR,1998,57.887005
Bulgaria,BGR,1999,53.773804
Bulgaria,BGR,2000,50.755096
Bulgaria,BGR,2001,52.527763
Bulgaria,BGR,2002,52.79946
